uuid,date,title,vote
7723ee65-422a-46ae-9859-87442d29d9d3,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","nicht beteiligt"
7723ee65-422a-46ae-9859-87442d29d9d3,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,27.06.2014,"Novelle des EEG","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,23.05.2014,"Rentenpaket","enthalten"
7723ee65-422a-46ae-9859-87442d29d9d3,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","JA"
7723ee65-422a-46ae-9859-87442d29d9d3,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","JA"
7723ee65-422a-46ae-9859-87442d29d9d3,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
7723ee65-422a-46ae-9859-87442d29d9d3,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","JA"
7723ee65-422a-46ae-9859-87442d29d9d3,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","enthalten"
7723ee65-422a-46ae-9859-87442d29d9d3,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,03.04.2014,"Minderheitenrechte im Bundestag","enthalten"
7723ee65-422a-46ae-9859-87442d29d9d3,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","JA"
7723ee65-422a-46ae-9859-87442d29d9d3,21.02.2014,"Diätenerhöhung","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
7723ee65-422a-46ae-9859-87442d29d9d3,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,30.01.2014,"Anbau von Genmais in der EU verhindern","JA"
7723ee65-422a-46ae-9859-87442d29d9d3,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","NEIN"
7723ee65-422a-46ae-9859-87442d29d9d3,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","NEIN"
uuid,date,title,vote
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,22.05.2015,"Tarifeinheitsgesetz","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,27.03.2015,"PKW-Maut","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,26.03.2015,"Kooperative Holzvermarktung","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,27.02.2015,"Finanzhilfen für Griechenland","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,18.12.2014,"Bundesdatenschutzgesetz","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,28.11.2014,"Bundeshaushaltsplan 2015","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,13.11.2014,"BAföG-Reform","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,27.06.2014,"Novelle des EEG","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,23.05.2014,"Rentenpaket","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,03.04.2014,"Minderheitenrechte im Bundestag","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,21.02.2014,"Diätenerhöhung","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
773b1f11-17fe-45ce-bd2e-d8fefb0d67cf,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
775b7b74-15bd-4607-98b9-caf3a33d26ec,22.05.2015,"Tarifeinheitsgesetz","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","enthalten"
775b7b74-15bd-4607-98b9-caf3a33d26ec,27.03.2015,"PKW-Maut","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,26.03.2015,"Kooperative Holzvermarktung","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,27.02.2015,"Finanzhilfen für Griechenland","nicht beteiligt"
775b7b74-15bd-4607-98b9-caf3a33d26ec,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","nicht beteiligt"
775b7b74-15bd-4607-98b9-caf3a33d26ec,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,19.12.2014,"Bundeswehreinsatz in Afghanistan","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,18.12.2014,"Bundesdatenschutzgesetz","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,28.11.2014,"Bundeshaushaltsplan 2015","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,13.11.2014,"BAföG-Reform","enthalten"
775b7b74-15bd-4607-98b9-caf3a33d26ec,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,03.07.2014,"Abschaffung der sachgrundlosen Befristung","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","enthalten"
775b7b74-15bd-4607-98b9-caf3a33d26ec,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,27.06.2014,"Novelle des EEG","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,23.05.2014,"Rentenpaket","enthalten"
775b7b74-15bd-4607-98b9-caf3a33d26ec,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","enthalten"
775b7b74-15bd-4607-98b9-caf3a33d26ec,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,03.04.2014,"Minderheitenrechte im Bundestag","enthalten"
775b7b74-15bd-4607-98b9-caf3a33d26ec,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,21.02.2014,"Diätenerhöhung","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
775b7b74-15bd-4607-98b9-caf3a33d26ec,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,30.01.2014,"Anbau von Genmais in der EU verhindern","nicht beteiligt"
775b7b74-15bd-4607-98b9-caf3a33d26ec,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","nicht beteiligt"
775b7b74-15bd-4607-98b9-caf3a33d26ec,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","NEIN"
775b7b74-15bd-4607-98b9-caf3a33d26ec,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","NEIN"
uuid,date,title,vote
77717808-3a48-4774-89fd-f76037f7cc9e,22.05.2015,"Tarifeinheitsgesetz","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,27.03.2015,"PKW-Maut","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,26.03.2015,"Kooperative Holzvermarktung","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,27.02.2015,"Finanzhilfen für Griechenland","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,18.12.2014,"Bundesdatenschutzgesetz","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,28.11.2014,"Bundeshaushaltsplan 2015","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,13.11.2014,"BAföG-Reform","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,27.06.2014,"Novelle des EEG","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,23.05.2014,"Rentenpaket","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,03.04.2014,"Minderheitenrechte im Bundestag","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,21.02.2014,"Diätenerhöhung","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
77717808-3a48-4774-89fd-f76037f7cc9e,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
77717808-3a48-4774-89fd-f76037f7cc9e,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
7799cbe7-fa2e-4940-adfb-32397c95058e,22.05.2015,"Tarifeinheitsgesetz","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
7799cbe7-fa2e-4940-adfb-32397c95058e,27.03.2015,"PKW-Maut","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,26.03.2015,"Kooperative Holzvermarktung","NEIN"
7799cbe7-fa2e-4940-adfb-32397c95058e,27.02.2015,"Finanzhilfen für Griechenland","nicht beteiligt"
7799cbe7-fa2e-4940-adfb-32397c95058e,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","nicht beteiligt"
7799cbe7-fa2e-4940-adfb-32397c95058e,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","nicht beteiligt"
7799cbe7-fa2e-4940-adfb-32397c95058e,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","nicht beteiligt"
7799cbe7-fa2e-4940-adfb-32397c95058e,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,18.12.2014,"Bundesdatenschutzgesetz","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,28.11.2014,"Bundeshaushaltsplan 2015","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,13.11.2014,"BAföG-Reform","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
7799cbe7-fa2e-4940-adfb-32397c95058e,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
7799cbe7-fa2e-4940-adfb-32397c95058e,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
7799cbe7-fa2e-4940-adfb-32397c95058e,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
7799cbe7-fa2e-4940-adfb-32397c95058e,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,27.06.2014,"Novelle des EEG","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,23.05.2014,"Rentenpaket","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
7799cbe7-fa2e-4940-adfb-32397c95058e,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","nicht beteiligt"
7799cbe7-fa2e-4940-adfb-32397c95058e,08.05.2014,"Mindestlohn in der Fleischwirtschaft","nicht beteiligt"
7799cbe7-fa2e-4940-adfb-32397c95058e,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","nicht beteiligt"
7799cbe7-fa2e-4940-adfb-32397c95058e,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,03.04.2014,"Minderheitenrechte im Bundestag","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
7799cbe7-fa2e-4940-adfb-32397c95058e,21.02.2014,"Diätenerhöhung","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
